name,proc_name
röntgenperbildöver2,Röntgen
röntgenperbildutöver1:a,Röntgen
röntgenrtg-grundavgiftequip.,Röntgen
röntgenstationär,Röntgen
röntgenstudiekontrastvätska,Röntgen
"röntgentand,1-3bilder",Röntgen
röntgenundersökningforl,Röntgen
röntgenundersökninginkl1bild,Röntgen
röntgenupptill2bilder(inklgrundavgift),Röntgen
röntgenupptill4bilder,Röntgen
röntgenupptill8bilder,Röntgen
röntgenutrustning,Röntgen
röntgenytterligarebild,Röntgen
rörelseapparatenövrigaundersökningar,Rörelsekontroll
rörelsekontroll,Rörelsekontroll
"rörelsekontrollenkel,häst",Rörelsekontroll
rörelsekontrollinklböjprov,Rörelsekontroll
rörelsekontrollinkllongering,Rörelsekontroll
rörelsekontrollmedböjprov,Rörelsekontroll
"rörelsekontrollmedböjprov,häst",Rörelsekontroll
rotextraktionvidforl/necklesions,Rotextraktion
rotfyllningcanintand,Rotfyllning
royalcanin,Royal
royalcaninhypoallergenichund200g,Royal
rtg/bildutöver2,Rtg
rtgåterbesök/st,Rtg
rtgåterbesökperbild,Rtg
rtgbildutöver2,Rtg
rtgdental/bild,Rtg
rtgdental1extrabild,Rtg
rtgdentalenstakabild,Rtg
rtgdentalfullstädighd,Rtg
rtgdentalfullständ.kt,Rtg
rtgdentalgrund,Rtg
rtgdentalgrundavg.perbild,Rtg
rtgdentalhelstatuskatt,Rtg
rtgdentalmax,Rtg
rtgdentalperbild2->,Rtg
rtgkontrast1-3bildikldagav,Rtg
rtgmetastaskollinförop,Rtg
rtgnybesök1-2bilder,Rtg
rtgnybesök1-2st,Rtg
rtgper/st2->,Rtg
rutinstatushund/katt,Rutinstatus
ryckninghåriöra,Ryckning
ryggbedövning/behandling,Ryggbedövning
ryggröntgenserie,Ryggröntgen
s-alat,S-Alat
s-alp,S-Alp
s-ana,S-Ana
s-cpl(hund)idexxsnaptest,S-Cpl
s-crea,S-Crea
s-fenobarbital,S-Fenobarbital
"s-fpl,idexxsnaptest",S-Fpl
s-fpl(katt)idexxsnaptest,S-Fpl
s-fruktosamin,S-Fruktosamin
s-glukos,S-Glukos
s-kreatinin,S-Kreatinin
s-tlikatt,S-Tli
s-urea,S-Urea
saa,Saa
saa-idexx,Saa
"saa,eurolysersolo",Saa
"saa,serumamyloida",Saa
saasolo,Saa
salmonellaexamination-(idexx),Salmonella
samkremeringsmådjur,Samkremering
sanos-veterinarydentalsealent,Sanos-Veterinary
såråtgärdmedel,Sårbehandling
såråtgärdmedelinkldränage/stygntagning,Sårbehandling
sårbehandlin/tvätt,Sårbehandling
sårbehandling,Sårbehandling
"sårbehandling,enkel",Sårbehandling
"sårbehandling,rakning,spolning",Sårbehandling
"sårbehandling,revidering",Sårbehandling
sårbehandling+dusch/tvätt,Sårbehandling
sårbehandlingenkel,Sårbehandling
sårbehandlingenkel(ejop)exklnarkos,Sårbehandling
sårbehandlinghotspot,Sårbehandling
sårbehandlingi,Sårbehandling
sårbehandlinginfördränage,Sårbehandling
sårbehandlinginklbandage,Sårbehandling
sårbehandlinglätt,Sårbehandling
sårbehandlinglveterinär(exklpolinklmaterial),Sårbehandling
sårbehandlingmedel,Sårbehandling
sårbehandlingmellan,Sårbehandling
sårbehandlingmsköterska(exklpolinklmaterial),Sårbehandling
"sårbehandlingrakn,tvätt",Sårbehandling
"sårbehandlingssköterska(exklpol,inklmaterial))",Sårbehandling
sårbehandlingutökad,Sårbehandling
sårbehandlingxlveterinär(exklpolinklmaterial),Sårbehandling
sårbehinkltassbandage(sorb/vetr),Sårbehandling
sårrengöring/spolning,Sårrengöring
sårrengöringenkel,Sårrengöring
sårrevideringkattmax5cm,Sårrevidering
sårrevideringlätt,Sårrevidering
sårrevideringmedel,Sårrevidering
sårskadahäst1,Sårskada
sårskadasmådjur1-ingensutur,Sårskada
sårskadasmådjur2-enkelsutur,Sårskada
sårskadasmådjur3-storsutur,Sårskada
sårskadastor/komplicerad,Sårskada
sårsutur1-2stygn,Sårsuturering
sårsutur3-8stygn,Sårsuturering
sårsuturering,Sårsuturering
sårsuturering1,Sårsuturering
sårsutureringiii,Sårsuturering
sårsutureringmunhåla1,Sårsuturering
sårsutureringutökad,Sårsuturering
sårsutureringv,Sårsuturering
sårtoilettenklare,Sårtoilett
sårtoilettsvårare,Sårtoilett
sårtvätt,Sårtvätt
sårvårdenkel,Sårvård
sårvårdenkel<15min,Sårvård
sårvårdink.material;omfattande,Sårvård
sårvårdmedel,Sårvård
sårvårdmedel15-30min,Sårvård
sårvårdpol.medelinkl.mat.,Sårvård
sårvårdpol.omfatt.inkl.mat.,Sårvård
satietydog12kg,Satiety
satietysmalldog3kg,Satiety
satietysmalldog8kg,Satiety
sc/iminjektion,Sc/Im
scandicorthopediccarpalgrad2,Scandic
scandicorthopediccctkylbandage,Scandic
schirmerstårtest,Schirmer
schirmertårtest,Schirmer
schirmertårtestmaterial,Schirmer
schirmertear-test(tårproduktionsmätning),Schirmer
schirmerteartest,Schirmer
schirmerteartest(stt),Schirmer
schirmertearteststt,Schirmer
schirmertest,Schirmer
schirmertestöga,Schirmer
schirmerteststttårmätning,Schirmer
screeninghund,Screening
screeningtest,Screening
sdma,Sdma
sdma+t4combo,Sdma
sdma+tt4,Sdma
sdmacatalyst,Sdma
sdmaexklprovtagningochexpavg.,Sdma
seddom/ket,Sedering
sedering,Sedering
"sedering,medicintillkommer",Sedering
sedering<10kg,Sedering
sedering>50kg,Sedering
sedering1,Sedering
sedering10-20kg,Sedering
sedering2,Sedering
sedering20-30kg,Sedering
sedering3,Sedering
sedering30-40kg,Sedering
sedering40-50kg,Sedering
sederingexkl.medicin,Sedering
sederingföråtgärd,Sedering
sederinghäst,Sedering
sederinghund,Sedering
sederinghund/katt,Sedering
sederinghund/katt<15kginkl.läkemedel,Sedering
sederinghund<10kg,Sedering
sederinghund<15kg,Sedering
sederinghund>25kg,Sedering
sederinghund>30kginkl.läkemedel,Sedering
sederinghund10-30kg,Sedering
sederinghund10-30kginklkloklippn,Sedering
"sederinghund11,9kg",Sedering
sederinghund15-25kg,Sedering
sederinghund30-50kg,Sedering
sederinghund30-50kginklkloklippn,Sedering
"sederinghund34,9kg",Sedering
sederinghundinklkloklippn,Sedering
"sederinghundmellan,kanin",Sedering
sederinghundstor,Sedering
sederinghundunder10kg,Sedering
sederinginklläkemedel/inj<20kg,Sedering
sederinginklläkemedel/inj>20kg,Sedering
sederingkanin/gnagareexkl.medicin,Sedering
sederingkatt,Sedering
"sederingkatt,litenhund,råtta,marsvin.",Sedering
sederinglätt.,Sedering
sederingnormal,Sedering
sederingöver25kg,Sedering
sederingsmådjur,Sedering
sederingunder25kg,Sedering
sederingvidhd,Sedering
sedimentinternexklprovtagningsavgift,Sediment
sedivue,Sedivue
sedivue;urinsediment,Sedivue
sedivue(fullsediment),Sedivue
sedivue+ua,Sedivue
sedivuedx,Sedivue
sedivuedx+uastrips,Sedivue
selefatradegasbindaoelastisk5cmx10m1st,Selefa
selefatradegasbindaoelastisk7cmx10m1st,Selefa
selmaodlingsplatta,Selma
semfortan,Semfortan
semfortan0.1ml,Semfortan
semfortan10mg/ml,Semfortan
semfortanper0.1ml,Semfortan
semfortanvet10mg/ml10ml,Semfortan
semfortanvet10mg/ml10mlinjektinjekt,Semfortan
seniorkollnsaidprofil,Seniorkoll
seniorkollt4,Seniorkoll
seniorkontrollhundochkattinkl.blodprov,Seniorkoll
sensitivitycontrolchicken420g,Sensitivity
sensutureringavancerad,Sensuturering
sensutureringenkel,Sensuturering
sensutureringmedel,Sensuturering
sentrxeyedrops,Sentrx
sentrxeyedrops10ml,Sentrx
separatkremering<20kgexklavl,Separatkremering
separatkremering>20kgexklavl,Separatkremering
separatkremeringhund,Separatkremering
separatkremeringhund<30kg,Separatkremering
separatkremeringhund>30kg,Separatkremering
separatkremeringkatt,Separatkremering
separatkremeringkattexklavl,Separatkremering
sepkremhund>12kg,Separatkremering
seraquingonexpellets1300ld,Seraquin
serumamyloida,Serum
serumamyloida(saa),Serum
serumbehandlingöga,Serum
serumdropparinklusivehantering,Serum
serumföröga,Serum
serumförögonpatienter,Serum
serumframställningförbehandlingavöga,Serum
sevoflo1,Sevoflo
sevoflo2,Sevoflo
sevoflo3,Sevoflo
sevoflo4,Sevoflo
sevoflo5,Sevoflo
sevoflo6,Sevoflo
sevofloohetikunder30kg,Sevoflo
sg,Sg
"skandinaviskpanel,1ml(26allergener)",Skandinavisk
"skeåavlivninghund,samtomhändertagandepåklinik",Skeå
"skeåavlivningkatt,samtomhändertagandepåklinik",Skeå
skeåblodprovalbumin,Skeå
skeåblodprovallmänstatus,Skeå
skeåblodprovbilirubin,Skeå
skeåblodprovcortisol(aia),Skeå
skeåblodprovfrittt4(aia),Skeå
skeåblodprovgallsyra,Skeå
skeåblodprovglukos,Skeå
"skeåblodprovhematologi,interntprov,arvode",Skeå
skeåblodprovkolesterol,Skeå
skeåblodprovkreatinin,Skeå
skeåblodprovlipas,Skeå
"skeåblodprovpaketprisinkblodprovstagning,alt,krea,glukos",Skeå
skeåblodprovphosphor,Skeå
skeåblodprovstagning,Skeå
skeåblodprovtotalprotein,Skeå
skeåblodprovtotaltt4(aia),Skeå
skeåblodprovtriglycerider,Skeå
skeåblodprovurea,Skeå
skeåchalazion,Skeå
skeåcornea,Skeå
skeåep-statusallm+elektrolyt+cacium,Skeå
skeågiardiasnabbtest(inhouse),Skeå
skeåhemosilate125mg/ml20ml,Skeå
skeålaboklinplihund/katt,Skeå
"skeåleverprovutökad(alat,ggt,alp)",Skeå
skeåmybacaerob/anaerobinklres.,Skeå
"skeåögon,etsningvidulcus",Skeå
skeåögonlokalbedövning,Skeå
skeåotoclean1x18dospipetter,Skeå
"skeåoxibuprokainchauvinögdr0,4%",Skeå
skeåpolrabattskellefteå,Skeå
skeåröntgen1-3bild,Skeå
skeåröntgenåtb1-2bild,Skeå
skeåspongostandental(kruuse),Skeå
skeåurinprovsediment,Skeå
skenaplast,Skena
skenbyteexklsedering,Skenbyte
skenläggningexklsedering,Skenläggning
sköljningavbukhåla,Sköljning
sköljninglivmoderhäst,Sköljning
skonsamnarkos-tillägg,Skonsam
sköterskaarvode/15min,Sköterska
sköterskaarvode/15min(tovklippningmm),Sköterska
sköterskamottagning10min,Sköterska
sköterskamottagning20min,Sköterska
sköterskaprovtagning,Sköterska
sköterskearvode,Sköterskearvode
skötersketid,Skötersketid
skötersketid30min,Skötersketid
skrapprovhudförodling/hårprov,Skrapprov
skyddssko,Skyddssko
slipningavgnagartänderinarkos,Slipning
slipningtandmedborr,Slipning
slucytologi,Slu
smärtlindring,Smärtlindring
smärtlindringpostoperativt,Smärtlindring
snabbsvarpad,Snabbsvar
snabbtestglukos,Snabbtest
snap-fpl,Snap
"snap(anaplasma,heartworm,lyme,e.canis)",Snap
snap4dx,Snap
snapcomboplus,Snap
snapcortisol,Snap
snapcpl,Snap
snapcpl(caninepancreas-specificlipase),Snap
snapfelineprobnp,Snap
snapfiv/felv,Snap
snapfpl,Snap
snapfpl(felinepancreas-specificlipase),Snap
snapfpli,Snap
snapleptotest,Snap
snapprobnpkatt,Snap
snögganimalpolsterskumplastbinda14x200cm,Snögg
snögganimalpolsterskumplastbinda9x200cm,Snögg
snöggpolsterbandage14x200,Snögg
snöggpolsterbandage9x200,Snögg
socatilpasta100g,Socatil
socatilvet.pasta200g,Socatil
soffban,Soffban
soffbanförbandpadding10cmx2.7m1st,Soffban
soffbanförbandpadding5cmx2.7m1st,Soffban
soffbanförbandpadding7.5cmx2.7m1st,Soffban
softban/polster5-10cm,Softban
solensia,Solensia
"solensia,paket",Solensia
solensia1ml,Solensia
solensia7mg,Solensia
solensia7mg/ml,Solensia
solensia7mg/ml.(enflaska),Solensia
solensia7mg/ml.prisperflaska,Solensia
solensia7mgperinjinkl.sköterskearvode,Solensia
"solensiakatt,1inj",Solensia
"solidbooties,4pksld",Solid
solo100g,Solo
solocrp,Solo
solu-cortef100mg,Solu-Cortef
solvalineliten,Solvaline
somulose400mg/ml+25mg/ml,Somulose
somulose400mg/ml50ml,Somulose
somuloseinj50ml,Somulose
"sonderingnässvalgssond,häst",Sondering
sondningtillmagsäck,Sondning
sonotix120ml,Sonotix
sorbact10x10cmabsorptiondressing,Sorbact
sorbact10x25cmsurgicaldressing,Sorbact
"sorbact5x7,2cmsurgicaldressing",Sorbact
sorbact7x9cmkompress,Sorbact
sorbactabsorptiondressing10x10cm,Sorbact
sorbactförbandabs.steril.10x10cm1st,Sorbact
sorbactförbandabs.steril.10x20cm1st,Sorbact
sorbactgelkompress,Sorbact
"sorbactgelkompress7,5x7,5cm",Sorbact
sorbactgelstor,Sorbact
sorbactkirurgisktförband10x35cm,Sorbact
sorbactkompress,Sorbact
sorbactribbongauze(tamponad)2x50cm,Sorbact
sorbactsurgicaldressing10x20cm,Sorbact
sorbactsurgicaldressing10x30cm,Sorbact
"sorbactsurgicaldressing5x7,2cm",Sorbact
sorbactsurgicaldressing8x10cm,Sorbact
spasmiumvet,Spasmium
speccpl,Spec-Cpl
speccpl/fplidexx,Spec-Cpl
speccplidexx,Spec-Cpl
specfpl,Spec-Cpl
"specfpl,idexx",Spec-Cpl
specfpl(kvantifiering),Spec-Cpl
specfpl/cplinhousev-check,Spec-Cpl
specfpladd-ontest,Spec-Cpl
specialistgrans.rtg1-6bi,Specialistgrans
specialnarkostillägg,Specialnarkos
specificcaninedentalchewsmall,Specific
specificcanineorganictreats,Specific
specificcaninespecialcare,Specific
specificcdd-hy7kg,Specific
specificciw100g,Specific
specificciw300g,Specific
specificct-hyhypoallergenictreats300g,Specific
specificdogallergenman.pluswet6x300g,Specific
specificendocrinesupportfew-dm7x100g,Specific
specificf/c-in-w7x95g,Specific
specificf/c-in-w95g,Specific
specificfdw7x100g,Specific
specificfxd2kg,Specific
specificfxw100g,Specific
specificfxw7x100g,Specific
specificgravity,Specific
specifichealthytreatsminict-hm300g,Specific
specifichundhealthytreatsmini275g,Specific
specificintensivesupport95g,Specific
specificplusfωd-hy400g,Specific
specificplusfωw-hy100g,Specific
specificplusfωw-hy7x100g,Specific
spexcpl/fpl,Spex
spolaurinblåsahankatt,Spolning
spolning/sköljningbukhåla,Spolning
spolning0,Spolning
spolning1,Spolning
spolning2,Spolning
spolning3,Spolning
spolninganalsäckar,Spolning
spolninganalsäckarexklnarkos,Spolning
spolningavanalsäckar,Spolning
spolningavtårkanaleröga,Spolning
spolningavurinvägarhankatt,Spolning
spolningmedel,Spolning
spolningnäshåla,Spolning
spolningomfattande,Spolning
"spolningtårkanal,häst",Spolning
spolningurinstenhund,Spolning
spolningurinvägarhankatt,Spolning
spolvätska/natriumklorid30ml,Spolning
spongostandental1x1x1cm,Spongostan
spongostanliten,Spongostan
spongostanstor,Spongostan
spotchemezstickaglukos,Spotchem
spruta,Spruta
spruta10ml-20ml,Spruta
spruta1ml-5ml,Spruta
sprutauppdragmedicinperst,Spruta
sprutor1-20ml,Spruta
sprutor1cc,Spruta
sqepi,Sqepi
ssårbehandlingkirurgisk/15min,Ssårbehandling
ssårbehandlingmellan,Ssårbehandling
staplesutur,Staple
stationärdagavgift,Avgift
stationärvård,Stationärvård
"stationärvård,halvdag",Stationärvård
stationärvård/dag,Stationärvård
stationärvårddag,Stationärvård
"stationärvårddygn,inknatt",Stationärvård
stenanalys,Sten-Analys
stenanalys-(urinvägskonkrement),Sten-Analys
sterilainstrument,Sterila
sterilainstrument1,Sterila
sterilainstrument2,Sterila
sterilainstrument3,Sterila
sterilainstrumentbuk,Sterila
sterilainstrumentnkhanhund,Sterila
sterilainstrumentohetik,Sterila
sterilbomullspinne,Steril
steriltdränpenrose,Sterilt
stesolid®10mg5x2.5mlrektalendosb,Stesolid
stesolid®5mg/ml10x2mlampull,Stesolid
stesolid®5mg5x2.5mlrektalendosb,Stesolid
stesolid5mg,Stesolid
stesolidinj.5mg/ml,Stesolid
stomadine30mloralgel,Stomadine
stomadinegel30ml,Stomadine
stomodine,Stomodine
stomodinegel,Stomodine
stomodinegel30ml,Stomodine
stomodinelp,Stomodine
stomodinelp50ml,Stomodine
stoneanalysisinfraredspectroscopy,Stone
str,Str
streptocillinvet..intramammä,Strepto
"streptococcusequi(kvarka)/zooepidemicus,pcr",Strepto
strongholdkatt,Stronghold
"strongholdkatt<2,5kg",Stronghold
stygn/dräntagn(eftåtgannanklinik),Stygn/Dräntagn
subkutaninfusion,Subkutan
sugslangrissler2m,Sugslang
sundhundmatbitar60g,Hundmat
supramid3-0ds24,Supramid
suprasorbp10*10cm,Suprasorb
suprelorin,Suprelorin
"suprelorin4,7mg",Suprelorin
"suprelorin4,7mg(6mån)",Suprelorin
"suprelorin4,7mg(6månader)",Suprelorin
suprelorin4.7mg5dos(er),Suprelorin
suprelorin4.7mg5dos(er)implanförfyl,Suprelorin
suprelorin4.7mgimplantat,Suprelorin
suprelorin9.4mg2dos(er),Suprelorin
suprelorinimplant4.7mgcros,Suprelorin
surolanvet.15mlörondrflaska,Surolan
surolanvet.ördr,Surolan
suturering,Suturering
suturering/åtgärdmindresår,Suturering
suturering1-5stygn,Suturering
suturering1stygn,Suturering
suturering5-10stygn,Suturering
sutureringmunhåla/tandenkel,Suturering
sutureringochlambågingiva,Suturering
sutureringsår,Suturering
sutureringsår1,Suturering
sutureringsår11-15,Suturering
sutureringsår2,Suturering
sutureringsår3,Suturering
sutureringsårenkel<5stygn,Suturering
sutureringsårmedel,Suturering
sutureringsårspecial,Suturering
sutureringtvåskärsår,Suturering
suturmaterial,Suturmaterial
suturpack,Suturpaket
suturpaket,Suturpaket
suturpaketvicryl,Suturpaket
sutursårenkelsmådjur,Suturering
"sutursårhäst,enkel",Suturering
"sutursårhäst,medel",Suturering
"sutursårhäst,omfattande",Suturering
sutursårmedelsmådjur,Suturering
sutursåromfattandesmådjur,Suturering
suturtagninghästenkel,Suturtagning
suturtagningopereradpåannanklinik,Suturtagning
sva,Sva
svaanaplasmapcr,Sva
svabakt+resistens,Sva
svaektoparasiterskrap/hår,Sva
svahistopatologi-obduktion,Sva
svakattögonpaket,Sva
svalginspektion,Svalginspektion
svalginspektionexklnarkos,Svalginspektion
svalgkoll,Svalgkoll
svamp+resistens-(mikrobiolog),Svamp
"svansamputation,låg",Svansamputation
svansamputation1,Svansamputation
svansamutationkattiiipkt,Svansamputation
svaövriganalys,Sva
svapaketmag-tarmparasiterhund,Sva
svapaketmag-tarmparasiterkatt,Sva
svasalmonella,Sva
svastreptococcusequi(kvarka)/zooepidemicus(pcr),Sva
synachten,Synachten
synacteneacthstimulering,Synactene
synacthen,Synacthen
synacthen®0.25mg/ml10x1mlinjektampull,Synacthen
"synacthen0,25mg/ml",Synacthen
synacthensigmanl0.25mg1amp,Synacthen
synbioticperask,Synbiotic
synthadon10mg/ml,Synthadon
synthadon10mg/mlpostop,Synthadon
synulox®vet.tabl200mg/50mg,Synulox
synulox®vet.tabl400mg/100mg,Synulox
synulox®vet.tabl40mg/10mg,Synulox
synulox200/50mg,Synulox
synuloxinj140mg/ml+35mg/ml,Synulox
synuloxtablett40mg,Synulox
syrgas,Syrgasbehandling
syrgasbehandling,Syrgasbehandling
"syrgasbehandling,liter/timme",Syrgasbehandling
syrgasbehandlingliter/tim,Syrgasbehandling
"syrgasviddyspninkobserv,per20min",Syrgasbehandling
t4,T4
"t4,ft4,tsh",T4
t4+sdma,T4
t4+sdmacomboslide,T4
t4+tsh,T4
t4blodanalys,T4
t4fdcimmuno,T4
t4idexxkatt,T4
t4kattsoloexklprovtagningochexp.avg.,T4
t4labintern,T4
t4totalintern-catalyst,T4
tåamputation,Tåamputation
tåamputationhundpkt,Tåamputation
tåamputationkatt,Tåamputation
tåamputationkattpkt,Tåamputation
tagbortstygn/drän,Tagbort
tand/munhålekoll(ingåriundersökn),Tand/Munhålekoll
tandakutavgift,Tandakutavgift
tandamputationpertand,Tandamputation
tandåtgärd/15minuter,Tandåtgärd
tandåtgärd120minpaket,Tandåtgärd
tandåtgärd30minpaket,Tandåtgärd
tandåtgärd60minpaket,Tandåtgärd
tandåtgärd90minpaket,Tandåtgärd
tandåtgärdsmådjurpaketpris,Tandåtgärd
tandbehandling+narkos15min,Tandbehandling
tandbehandling+narkosfraktur15min,Tandbehandling
tandborstebizzibrush,Tandborste
tandborstedubbel,Tandborste
tandborsteenkel/monomjukblåld,Tandborste
tandborsteld,Tandborste
tandborstesmall,Tandborste
"tandex,kronamptr",Tandex
tandextrakt.medel(sekundärttilltumör),Tandextraktion
tandextraktion,Tandextraktion
"tandextraktion,enkel",Tandextraktion
"tandextraktion,medel",Tandextraktion
tandextraktion1,Tandextraktion
tandextraktion105,Tandextraktion
tandextraktion1borttagningav1fasttand,Tandextraktion
tandextraktion2borttagningav2-10tänder,Tandextraktion
tandextraktion30min,Tandextraktion
tandextraktioncanintand,Tandextraktion
tandextraktionenkel,Tandextraktion
tandextraktionenkel(pertand)hund,Tandextraktion
tandextraktionenkel(pertand)katt,Tandextraktion
tandextraktionfraktur,Tandextraktion
tandextraktionfraktur/trmedel,Tandextraktion
tandextraktionfrakturenkel,Tandextraktion
tandextraktionfrakturerad201,Tandextraktion
tandextraktionii,Tandextraktion
tandextraktioniii,Tandextraktion
tandextraktioniv,Tandextraktion
tandextraktionkirurgiskenkel(pertand)hund,Tandextraktion
tandextraktionkirurgiskenkel(pertand)katt,Tandextraktion
tandextraktionkirurgisksvår(pertand)hund,Tandextraktion
tandextraktionkirurgisksvår(pertand)katt,Tandextraktion
tandextraktionmedel,Tandextraktion
tandextraktionmedel-svår,Tandextraktion
tandextraktionmedel(mobila/trauma),Tandextraktion
tandextraktionmjölktandgrundinkl1tand,Tandextraktion
tandextraktionmjölktandtilläggpertand,Tandextraktion
tandextraktionparodenkel,Tandextraktion
tandextraktionparodmedel,Tandextraktion
tandextraktionparodontit,Tandextraktion
tandextraktionpgabettfel,Tandextraktion
tandextraktionpgatrauma,Tandextraktion
tandextraktionpgatruma,Tandextraktion
tandextraktionpriskategori1,Tandextraktion
tandextraktionpriskategori2,Tandextraktion
tandextraktionpriskategori3,Tandextraktion
tandextraktionpriskategori4,Tandextraktion
tandextraktionpriskategori5,Tandextraktion
tandextraktionsvår,Tandextraktion
tandextraktionsvår(pertand)hund,Tandextraktion
tandextraktionsvårcrf,Tandextraktion
tandextraktiontandfrakt.,Tandextraktion
tandextraktiontandfraktur,Tandextraktion
tandextraktiontandfrakturer,Tandextraktion
tandextraktiontr,Tandextraktion
tandextraktiontrtänder,Tandextraktion
tandextrationlätt,Tandextration
tandextrationmedel,Tandextration
tandextrenkel,Tandex
tandextrsvår,Tandex
tandfraktur1rotig,Tandfraktur
tandfraktur3rotig,Tandfraktur
tandinstrumenthävling,Tandinstrument
tandinstrumentklyvning/fräsning,Tandinstrument
tandintyg,Tandintyg
tandkapsmådjuruppföljning,Tandkap
tandklipp/filn,Tandklipp/Filn
tandkorrigeringkindtänderkanin,Tandkorrigering
tandkräm/enzymtandkrämvirbac,Tandkräm
tandkrämbucadogaptus70g,Tandkräm
tandoperation,Tandoperation
tandoperation<10min,Tandoperation
tandoperation<15min,Tandoperation
tandoperation>10min,Tandoperation
tandoperation>15min,Tandoperation
tandpakethund,Tandpaket
tandpaketkattpaket,Tandpaket
tandraspning,Tandraspning
tandrengöringhund,Tandrengöring
tandrengöringkatt,Tandrengöring
tandröntgen,Tandröntgen
tandröntgen-hund,Tandröntgen
tandröntgen-katt,Tandröntgen
tandröntgen>8tänder,Tandröntgen
tandröntgen1,Tandröntgen
tandröntgen1-3bilder,Tandröntgen
tandröntgen1-3tänder,Tandröntgen
tandröntgen1-4bilder,Tandröntgen
tandröntgen1bild,Tandröntgen
tandröntgen2,Tandröntgen
tandröntgen2-flerabilder,Tandröntgen
tandröntgen4-7tänder,Tandröntgen
tandröntgenenstakabild,Tandröntgen
tandröntgenextra1-4bilder,Tandröntgen
tandröntgenextra4-6bilder,Tandröntgen
tandröntgenextra7+bilder,Tandröntgen
"tandröntgenfullstatusmunhåla,katt",Tandröntgen
tandröntgengrundbild,Tandröntgen
tandröntgenhelstatus,Tandröntgen
tandröntgenhelstatus-hund/katt,Tandröntgen
tandröntgenhelstatuskatt,Tandröntgen
tandröntgenytterligarebild,Tandröntgen
tandrum-grundavgift,Tandrum
tandrum-grundavgiftequip.,Tandrum
tandrumröntgen-grundavgiftequip.,Tandrum
tandslipningmedel,Tandslipning
"tandsten,redaninarkos",Tandsten
tandstenbehandlinglindrigt,Tandsten
tandstenbehandlingmedel,Tandsten
tandstenenkelvidannanåtgärd,Tandsten
"tandstenhd,redaninarkos",Tandsten
tandstenhdredaninarkos,Tandsten
tandsteninarkos,Tandsten
"tandstenkatt,redaninarkos",Tandsten
tandstenl,Tandsten
tandstenmedelkatt,Tandsten
tandstenptrhundpaketpris,Tandsten
tandstenptrkattpaketpris,Tandsten
tandstenredaninarkos,Tandsten
tandstensborttaghund<15kg,Tandsten
tandstensborttaghund≥30kg,Tandsten
tandstensborttagnhund,Tandsten
tandstensborttagninghundlindriginkl.narkos,Tandsten
tandstensborttagnkattpaket,Tandsten
tandstensmådjur,Tandsten
tandstensnabbisambandmedannanåtgärd,Tandsten
tandstenssaneringkattrikl/pol,Tandsten
tandstenvidannanåtgärd,Tandsten
tandstenvidannanop.,Tandsten
"tandutrustning,smådjur,svår",Tandutrustning
tandvårdvet.15min,Tandvård
"tårkanaler,spolning",Tårkanalsspolning
tårkanalsspolning,Tårkanalsspolning
"tarmparaspktsvahd(gi,cr,co,b,sp,h,pi)",Tarmparas
"tarmparaspktsvakt(gi,tric,cr,co,s,b)",Tarmparas
tarmresektion,Tarmresektion
tårtestschirmer,Tårtest
tassbandage,Band
"tassbandage(exklpol,inklmaterial)",Band
tassbandage(sorb+intrasitegel),Band
tassbandage(sorbact/vetramil),Band
tassbandagemeduppsugandekompress,Band
tassbandagesporre(sorb/vetramil),Band
tassbandagetass,Band
"tassbandagevetramil,uppsugkompress",Band
tbil,Tbil
tejpprovcytologiinklprovtagning,Tejpprov
temgesic®0.3mg/ml5x1mlampull,Temgesic
"temgesic0,2mg",Temgesic
"temgesic0,3ml/mg/ampull",Temgesic
"temgesicinj0,3mg/ml",Temgesic
temgesicperampull,Temgesic
temgesicperhemskickupptill5tabl,Temgesic
"temgesictabl0,2mg",Temgesic
"tensoplast10cmx4,5m",Tensoplast
terapikollhypotyreos,Terapikoll
termometerld,Termometer
test-idexx,Test
testikeltumör,Testikeltumör
testosteroneclia,Testosterone
"tetrakain(10mg/ml)20x0,5milliliter",Tetrakain
"tgaa,tyreoglobulinantikroppar(hund)",Tgaa
thealozduo1x10ml,Thealoz
thealozduogel,Thealoz
thealozduogel/st,Thealoz
thealozduotårersättning,Thealoz
thealozögondrp,Thealoz
thyroid/t4+chol,Thyroid
"thyroideaprofil2hund(t4total,tsh)",Thyroidea
"thyroideaprofilhund(t4total,t4fritt,tsh)",Thyroidea
thyroidprofile,Thyroid
"thyroidprofile1,canine",Thyroid
thyroidprofile1(hund),Thyroidea
thyroidprofile1(tsh+ft4+tt4),Thyroid
"thyroidprofile2,canine",Thyroid
thyroxin/cholesterolrotor,Thyroxin
thyroxinet4,Thyroxin
tid(1/2h),Tid
tidsdeb.sköterska/15min,Tidsdeb
tidsdeb.sköterska30minjour/kejsarsnitt,Tidsdeb
tidsdebiteringvet15min,Tidsdeb
tidsköt60min,Tidsköt
tillägginguinalkrypthund,Tillägg
tilläggptr,Tillägg
tilläggtestikeltumör,Tillägg
tillgodo,Tillgodo
tillverkningavserumfråndjuretsegetblod,Tillverkning
timarvodeassistent,Timarvode
timarvodejourtid,Timarvode
timavgiftnarkosgas,Avgift
timtidopövrig,Timtid
timtidveterinär,Timtid
tjurmuskel10cm,Tjurmuskel
